date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-09-24,1628.0,1719.98,1694.0,1628.0,69536.6,59.0,3.61,1658.152,1651.416,1636.05,46543.94,38910.86,43354.51,0.55
2021-09-23,1638.0,1655.88,1635.0,1625.08,30341.81,-2.69,-0.16,1642.5,1645.326,1634.601,40950.63,35263.57,42589.63,0.24
2021-09-22,1658.83,1688.0,1637.69,1635.0,31743.0,-48.31,-2.87,1646.9,1648.726,1634.11,41634.39,35350.51,44702.26,0.25
2021-09-17,1620.0,1705.6,1686.0,1620.0,55130.25,47.93,2.93,1650.162,1652.024,1630.735,40829.79,37710.01,46694.97,0.44
2021-09-16,1603.0,1644.0,1638.07,1585.0,45968.02,22.33,1.38,1645.478,1649.246,1623.835,36481.36,37480.51,49665.68,0.37
2021-09-15,1650.0,1660.0,1615.74,1610.0,41570.05,-41.26,-2.49,1644.68,1647.319,1622.93,31277.78,37167.38,49431.88,0.33
2021-09-14,1659.0,1683.0,1657.0,1653.0,33760.61,3.0,0.18,1648.152,1647.946,1623.143,29576.51,40741.99,50351.89,0.27
2021-09-13,1665.0,1684.0,1654.0,1640.1,27720.02,-8.58,-0.52,1650.552,1638.046,1622.043,29066.63,41733.64,51723.9,0.22
2021-09-10,1634.08,1668.8,1662.58,1633.0,33388.11,28.5,1.74,1653.886,1631.246,1624.303,34590.24,44120.41,51740.75,0.27
2021-09-09,1626.0,1645.0,1634.08,1624.01,19950.13,0.98,0.06,1653.014,1624.591,1626.176,38479.65,44391.14,51966.57,0.16
2021-09-08,1660.0,1671.18,1633.1,1628.08,33063.67,-35.9,-2.15,1649.958,1620.683,1628.972,43056.98,47798.16,53346.61,0.26
2021-09-07,1661.03,1684.48,1669.0,1651.0,31211.22,-1.67,-0.1,1647.74,1623.875,1634.842,51907.47,49915.69,53626.56,0.25
2021-09-06,1649.0,1708.16,1670.67,1626.15,55338.06,12.45,0.75,1625.54,1619.493,1641.342,54400.64,54054.01,56230.25,0.44
2021-09-03,1610.02,1659.79,1658.22,1582.0,52835.18,39.42,2.44,1608.606,1609.445,1642.498,53650.57,55679.93,55848.23,0.42
2021-09-02,1632.99,1643.0,1618.8,1600.89,42836.79,-3.21,-0.2,1596.168,1598.423,1643.137,50302.63,61850.86,55490.78,0.34
2021-09-01,1559.0,1634.99,1622.01,1531.1,77316.1,64.01,4.11,1591.408,1598.54,1647.147,52539.34,61696.38,55751.92,0.62
2021-08-31,1589.8,1616.35,1558.0,1555.1,43677.09,-28.0,-1.76,1600.01,1598.339,1652.247,47923.9,59961.79,53794.89,0.35
2021-08-30,1605.0,1613.0,1586.0,1545.95,51587.7,-10.03,-0.63,1613.446,1606.039,1661.812,53707.38,61714.16,54329.77,0.41
2021-08-27,1589.0,1625.0,1596.03,1584.1,36095.45,1.03,0.07,1610.284,1617.359,1670.262,57709.28,59361.09,56620.42,0.29
2021-08-26,1664.99,1664.99,1595.0,1594.72,54020.37,-70.02,-4.21,1600.678,1627.76,1674.41,73399.1,59542.0,58702.44,0.43
2021-08-25,1647.64,1680.87,1665.02,1643.0,54238.9,39.84,2.45,1605.672,1637.26,1682.149,70853.41,58895.06,59194.62,0.43
2021-08-24,1575.0,1642.55,1625.18,1565.77,72594.47,54.99,3.5,1596.668,1645.808,1687.343,71999.68,57337.42,60751.12,0.58
2021-08-23,1537.88,1599.0,1570.19,1536.77,71597.2,22.19,1.43,1598.632,1663.19,1691.729,69720.94,58406.48,61450.24,0.57
2021-08-20,1555.17,1597.55,1548.0,1525.5,114544.54,-71.97,-4.44,1624.434,1675.551,1703.425,61012.9,56016.54,62801.36,0.91
2021-08-19,1622.22,1643.2,1619.97,1600.0,41291.95,-0.03,-0.0,1654.842,1687.851,1721.025,45684.89,49130.69,59453.4,0.33
2021-08-18,1624.66,1642.99,1620.0,1600.0,59970.26,-15.0,-0.92,1668.848,1695.754,1737.027,46936.7,49807.47,59343.33,0.48
2021-08-17,1700.0,1700.0,1635.0,1628.88,61200.77,-64.2,-3.78,1694.948,1706.154,1754.477,42675.16,47627.99,57833.82,0.49
2021-08-16,1696.0,1713.6,1699.2,1685.08,28056.97,-0.84,-0.05,1727.748,1717.584,1771.727,47092.02,46945.39,55947.54,0.22
2021-08-13,1690.0,1713.0,1700.04,1679.0,37904.52,10.04,0.59,1726.668,1723.164,1785.517,51020.18,53879.76,56047.31,0.3
2021-08-12,1732.0,1749.0,1690.0,1686.19,47550.97,-60.5,-3.46,1720.86,1721.059,1798.31,52576.49,57862.89,55922.47,0.38
2021-08-11,1780.01,1785.01,1750.5,1750.01,38662.59,-48.5,-2.7,1722.66,1727.038,1813.709,52678.24,59494.18,55654.42,0.31
2021-08-10,1700.0,1802.88,1799.0,1675.0,83285.05,105.2,6.21,1717.36,1728.878,1824.284,52580.82,64164.81,55259.83,0.66
2021-08-09,1651.0,1709.0,1693.8,1650.0,47697.75,22.8,1.36,1707.42,1720.267,1833.479,46798.76,64494.0,52591.81,0.38
2021-08-06,1689.0,1694.01,1671.0,1646.6,45686.1,-28.0,-1.65,1719.66,1731.298,1846.839,56739.34,69586.17,52157.43,0.36
2021-08-05,1692.88,1745.0,1699.0,1676.36,48059.69,-25.0,-1.45,1721.258,1754.198,1861.895,63149.29,69776.11,51418.52,0.38
2021-08-04,1734.06,1760.0,1724.0,1718.0,38175.49,-25.3,-1.45,1731.416,1778.299,1876.195,66310.13,68879.19,50791.37,0.3
2021-08-03,1730.0,1768.99,1749.3,1688.8,54374.75,-5.7,-0.33,1740.396,1802.799,1890.195,75748.8,68039.65,50288.71,0.43
2021-08-02,1664.0,1755.98,1755.0,1620.72,97400.65,76.01,4.53,1733.114,1825.869,1903.375,82189.24,64949.7,49334.09,0.78
2021-07-30,1725.0,1725.0,1678.99,1657.76,77735.89,-70.8,-4.05,1742.936,1847.869,1915.325,82433.01,58214.87,46185.11,0.62
2021-07-29,1810.01,1823.0,1749.79,1734.34,63863.85,-19.11,-1.08,1787.138,1875.56,1932.025,76402.93,53982.04,44612.08,0.51
2021-07-28,1703.0,1788.2,1768.9,1682.12,85368.84,56.01,3.27,1825.182,1900.38,1949.786,71448.25,51814.66,43103.95,0.68
2021-07-27,1803.0,1810.0,1712.89,1703.0,86576.99,-91.22,-5.06,1865.202,1919.69,1964.176,60330.51,46354.85,39931.29,0.69
2021-07-26,1879.0,1879.0,1804.11,1780.0,98619.48,-95.89,-5.05,1918.624,1946.691,1981.631,47710.15,40689.62,37253.97,0.79
2021-07-23,1937.82,1937.82,1900.0,1895.09,47585.47,-40.01,-2.06,1952.802,1962.38,1996.576,33996.72,34728.7,33695.62,0.38
2021-07-22,1960.0,1973.9,1940.01,1938.96,39090.47,-28.99,-1.47,1963.982,1969.591,2006.176,31561.16,33060.94,33110.12,0.31
2021-07-21,1989.0,2006.0,1969.0,1962.01,29780.13,-11.0,-0.56,1975.578,1974.09,2012.578,32181.07,32703.56,32729.28,0.24
2021-07-20,1975.0,1988.93,1980.0,1961.41,23475.21,5.0,0.25,1974.178,1977.59,2016.028,32379.19,32537.76,33094.22,0.19
2021-07-19,1955.89,1986.0,1975.0,1941.0,30052.34,19.1,0.98,1974.758,1980.88,2020.777,33669.09,33718.49,33581.87,0.24
2021-07-16,1980.0,1996.6,1955.9,1950.0,35407.64,-42.09,-2.11,1971.958,1982.78,2026.109,35460.67,34155.35,33853.67,0.28
2021-07-15,1955.02,2013.0,1997.99,1950.6,42190.05,35.99,1.83,1975.2,1988.49,2032.861,34560.72,35242.12,34784.7,0.34
2021-07-14,1974.0,1974.5,1962.0,1945.0,30770.69,-20.9,-1.05,1972.602,1999.191,2040.807,33226.05,34393.24,33728.57,0.24
2021-07-13,1968.0,2005.5,1982.9,1965.0,29924.71,21.9,1.12,1981.002,2008.661,2050.607,32696.33,33507.73,33569.69,0.24
2021-07-12,1975.55,1998.78,1961.0,1940.5,39010.24,-11.11,-0.56,1987.002,2016.571,2061.112,33767.89,33818.33,33541.52,0.31
2021-07-09,1964.52,1985.91,1972.11,1945.0,30907.9,-12.89,-0.65,1993.602,2030.772,2072.002,32850.03,32662.54,33289.54,0.25
2021-07-08,2000.1,2004.0,1985.0,1968.0,35516.69,-19.0,-0.95,2001.78,2042.761,2085.321,35923.52,33159.3,33022.48,0.28
2021-07-07,2010.0,2028.88,2004.0,1999.01,28122.12,-8.9,-0.44,2025.78,2051.066,2096.046,35560.43,32755.0,32521.76,0.22
2021-07-06,1995.0,2014.0,2012.9,1960.01,35282.51,18.9,0.95,2036.32,2054.466,2105.396,34319.13,33650.69,33481.34,0.28
2021-07-05,2000.0,2019.88,1994.0,1985.0,34420.95,-19.0,-0.94,2046.14,2060.673,2118.301,33868.76,33445.25,32990.53,0.27
2021-07-02,2075.0,2075.0,2013.0,2011.5,46275.31,-92.0,-4.37,2067.942,2069.437,2131.176,32475.05,33551.98,32840.59,0.37
2021-07-01,2059.97,2110.0,2105.0,2031.6,33701.24,48.3,2.35,2083.742,2077.231,2141.637,30395.08,34327.27,31699.34,0.27
2021-06-30,2065.0,2074.0,2056.7,2046.3,21915.66,-5.3,-0.26,2076.352,2082.422,2147.487,29949.57,33063.9,31157.41,0.17
2021-06-29,2108.0,2115.0,2062.0,2051.0,33030.63,-41.01,-1.95,2072.612,2092.552,2156.699,32982.24,33631.65,31592.45,0.26
2021-06-28,2100.0,2118.0,2103.01,2073.0,27452.42,11.01,0.53,2075.206,2105.652,2164.499,33021.75,33264.72,31527.87,0.22
2021-06-25,2049.96,2109.0,2092.0,2042.6,35875.43,43.24,2.11,2070.932,2113.232,2170.849,34628.92,33916.54,31445.61,0.29
2021-06-24,2040.01,2080.0,2068.05,2021.0,31473.7,30.05,1.47,2070.72,2127.88,2178.499,38259.47,32885.66,31920.51,0.25
2021-06-23,2080.0,2083.0,2038.0,2034.15,37079.01,-36.97,-1.78,2088.492,2141.025,2186.096,36178.24,32288.53,32277.03,0.3
2021-06-22,2092.0,2098.0,2074.97,2053.89,33228.18,-6.67,-0.32,2112.492,2156.325,2193.921,34281.07,33311.99,33810.93,0.26
2021-06-21,2085.0,2099.69,2081.64,2050.0,35488.26,-9.3,-0.45,2136.098,2175.928,2193.737,33507.69,32535.8,33776.93,0.28
2021-06-18,2147.0,2156.5,2090.94,2065.0,54028.21,-65.97,-3.06,2155.532,2192.914,2191.76,33204.17,32129.19,33214.92,0.43
2021-06-17,2155.65,2188.0,2156.91,2144.36,21067.53,-1.09,-0.05,2185.04,2206.042,2190.157,27511.85,29071.4,31606.37,0.17
2021-06-16,2192.0,2195.0,2158.0,2148.0,27593.15,-35.0,-1.6,2193.558,2212.551,2184.762,28398.82,29250.93,31673.48,0.22
2021-06-15,2195.1,2208.88,2193.0,2148.0,29361.3,14.19,0.65,2200.158,2220.846,2179.827,32342.91,29553.25,31169.04,0.23
2021-06-11,2239.0,2244.0,2178.81,2178.81,33970.66,-59.67,-2.67,2215.758,2223.346,2173.075,31563.91,29791.02,31927.17,0.27
2021-06-10,2195.0,2251.37,2238.48,2190.08,25566.63,38.98,1.77,2230.296,2228.465,2164.627,31054.21,28974.68,32009.2,0.2
2021-06-09,2192.0,2214.0,2199.5,2160.11,25502.35,8.5,0.39,2227.044,2229.117,2151.278,30630.95,30955.36,31984.75,0.2
2021-06-08,2260.0,2279.99,2191.0,2161.15,47313.63,-80.0,-3.52,2231.544,2231.167,2140.503,30103.03,32265.54,32344.57,0.38
2021-06-07,2265.0,2279.0,2271.0,2240.01,25466.27,19.5,0.87,2241.534,2231.517,2128.903,26763.58,34309.87,32103.6,0.2
2021-06-04,2215.0,2288.0,2251.5,2214.04,31422.19,29.28,1.32,2230.934,2211.546,2109.305,28018.12,35018.05,33130.44,0.25
2021-06-03,2220.0,2260.34,2222.22,2210.08,23450.31,0.22,0.01,2226.634,2190.606,2091.88,26895.15,34300.66,34184.0,0.19
2021-06-02,2250.0,2264.0,2222.0,2208.18,22862.77,-18.95,-0.85,2231.19,2174.272,2078.719,31279.76,34141.34,35688.8,0.18
2021-06-01,2222.0,2248.95,2240.95,2206.0,30616.34,22.95,1.03,2230.79,2156.972,2067.958,34428.05,34096.04,36465.73,0.24
2021-05-31,2215.5,2218.35,2218.0,2172.0,31739.0,-12.0,-0.54,2221.5,2138.808,2057.228,41856.17,32784.83,36999.1,0.25
2021-05-28,2240.97,2250.0,2230.0,2205.51,25807.31,-15.0,-0.67,2192.158,2122.804,2048.428,42017.98,34063.33,39479.3,0.21
2021-05-27,2211.02,2320.0,2245.0,2201.1,45373.38,25.0,1.13,2154.578,2100.789,2041.65,41706.17,35043.73,39294.32,0.36
2021-05-26,2207.98,2241.8,2220.0,2193.08,38604.2,25.5,1.16,2117.354,2073.439,2033.291,37002.92,33014.14,38727.91,0.31
2021-05-25,2085.0,2200.1,2194.5,2085.0,67756.95,123.21,5.95,2083.154,2049.839,2027.738,33764.03,32423.61,38470.84,0.54
2021-05-24,2051.0,2080.06,2071.29,2031.0,32548.08,29.19,1.43,2056.116,2026.289,2020.788,23713.49,29897.33,36425.49,0.26
2021-05-21,2055.08,2079.88,2042.1,2037.02,24248.23,-16.78,-0.81,2053.45,2007.063,2021.224,26108.68,31242.84,36105.57,0.19
2021-05-20,2074.0,2074.1,2058.88,2045.36,21857.16,9.88,0.48,2047.0,1993.153,2023.859,28381.29,34067.35,36307.68,0.17
2021-05-19,2059.0,2074.81,2049.0,2040.0,22409.72,-10.31,-0.5,2029.524,1983.165,2025.315,29025.36,37236.25,36802.52,0.18
2021-05-18,2065.0,2077.0,2059.31,2045.06,17504.28,1.35,0.07,2016.524,1978.943,2025.614,31083.19,38835.42,37196.72,0.14
2021-05-17,2025.1,2085.2,2057.96,2025.1,44524.0,48.11,2.39,1996.462,1975.648,2023.428,36081.16,41213.37,38039.81,0.35
2021-05-14,1982.0,2030.5,2009.85,1976.0,35611.29,38.35,1.95,1960.676,1974.052,2022.88,36376.99,44895.26,37019.35,0.28
2021-05-13,1965.75,1985.05,1971.5,1953.0,25077.51,-12.5,-0.63,1939.306,1982.511,2023.438,39753.41,43544.92,36688.39,0.2
2021-05-12,1949.08,1999.0,1984.0,1949.0,32698.87,25.0,1.28,1936.806,1993.143,2025.307,45447.14,44441.68,37031.67,0.26
2021-05-11,1876.0,1966.0,1959.0,1873.3,42494.12,79.97,4.26,1941.362,2005.637,2027.107,46587.64,44518.07,36837.17,0.34
2021-05-10,1900.0,1909.0,1879.03,1866.01,46003.18,-23.97,-1.26,1954.834,2015.287,2032.657,46345.57,42953.66,36139.84,0.37
2021-05-07,1965.0,1967.98,1903.0,1901.0,52493.39,-56.0,-2.86,1987.428,2035.384,2041.756,53413.53,40968.31,35849.73,0.42
2021-05-06,2000.0,2006.84,1959.0,1953.0,53546.14,-47.78,-2.38,2025.716,2054.564,2052.907,47336.42,38548.01,34862.15,0.43
2021-04-30,2026.0,2036.0,2006.78,2003.71,38401.37,-19.58,-0.97,2049.48,2067.464,2063.057,43436.21,36368.79,34786.22,0.31
2021-04-29,2047.04,2049.94,2026.36,2014.0,41283.78,-15.64,-0.77,2069.912,2072.284,2064.943,42448.49,35558.02,34195.54,0.33
2021-04-28,2010.0,2047.5,2042.0,2003.0,81342.95,-52.44,-2.5,2075.74,2071.208,2064.075,39561.74,34866.26,33989.07,0.65
2021-04-27,2087.08,2095.25,2094.44,2065.09,22107.85,16.62,0.8,2083.34,2071.708,2064.778,28523.1,29143.43,31553.27,0.18
2021-04-26,2132.0,2135.0,2077.82,2073.6,34045.11,-31.12,-1.48,2083.412,2064.364,2061.761,29759.6,29831.86,33297.49,0.27
2021-04-23,2055.97,2119.88,2108.94,2052.5,33462.77,53.44,2.6,2085.448,2057.471,2058.52,29301.36,29621.66,34096.05,0.27
2021-04-22,2089.9,2099.0,2055.5,2051.5,26850.02,-24.5,-1.18,2074.656,2048.577,2051.623,28667.55,29156.27,34001.67,0.21
2021-04-21,2076.0,2097.8,2080.0,2065.1,26149.75,-14.8,-0.71,2066.676,2050.027,2048.298,30170.79,29326.03,34127.04,0.21
2021-04-20,2071.1,2129.0,2094.8,2070.0,28290.37,6.8,0.33,2060.076,2048.127,2044.098,29763.77,30731.15,34191.86,0.23
2021-04-19,2055.0,2098.36,2088.0,2033.0,31753.91,33.02,1.61,2045.316,2051.25,2038.857,29904.12,31176.29,34623.05,0.25
2021-04-16,2025.08,2068.0,2054.98,2012.0,30293.7,39.38,1.95,2029.494,2058.65,2034.957,29941.96,33203.66,34824.39,0.24
2021-04-15,2030.9,2046.9,2015.6,1990.0,34366.21,-31.4,-1.53,2022.498,2057.602,2035.693,29644.99,32833.05,35002.95,0.27
2021-04-14,2035.0,2048.0,2047.0,2016.0,24114.65,26.0,1.29,2033.378,2056.942,2036.431,28481.27,33111.87,34853.39,0.19
2021-04-13,2020.0,2049.8,2021.0,2009.0,28992.15,12.11,0.6,2036.178,2057.847,2034.606,31698.53,33963.1,35380.08,0.23
2021-04-12,2011.0,2030.0,2008.89,1991.7,31943.07,-11.11,-0.55,2057.184,2059.157,2032.329,32448.46,36763.11,37054.72,0.25
2021-04-09,2042.0,2054.0,2020.0,2005.01,28808.86,-50.0,-2.42,2087.806,2059.568,2033.184,36465.36,38570.44,37473.69,0.23
2021-04-08,2047.03,2079.0,2070.0,2044.0,28547.62,9.0,0.44,2092.706,2054.668,2034.584,36021.11,38847.08,38871.69,0.23
2021-04-07,2104.06,2117.3,2061.0,2050.0,40200.97,-65.03,-3.06,2080.506,2046.568,2029.585,37742.47,38928.06,40002.9,0.32
2021-04-06,2161.0,2161.98,2126.03,2102.3,32741.77,-35.97,-1.66,2079.516,2040.068,2023.384,36227.67,37652.58,42106.14,0.26
2021-04-02,2056.0,2165.0,2162.0,2056.0,52027.57,117.5,5.75,2061.13,2026.464,2015.083,41077.76,38069.81,43624.03,0.41
2021-04-01,2021.0,2046.8,2044.5,2001.22,26587.63,35.5,1.77,2031.33,2011.264,2009.988,40675.53,36445.13,44211.61,0.21
2021-03-31,2045.1,2046.02,2009.0,2000.0,37154.41,-47.05,-2.29,2016.63,2013.784,2009.413,41673.05,37172.85,46136.65,0.3
2021-03-30,2040.0,2086.0,2056.05,2035.08,32626.97,21.95,1.08,2012.63,2015.92,2015.963,40113.64,36594.9,46989.7,0.26
2021-03-29,2043.2,2096.35,2034.1,2026.15,56992.2,21.1,1.05,2000.62,2011.365,2016.061,39077.49,36797.06,48896.58,0.45
2021-03-26,1985.0,2022.0,2013.0,1958.0,50016.42,42.0,2.13,1991.798,2005.5,2022.256,35061.86,37346.32,48292.78,0.4
2021-03-25,1970.01,1988.88,1971.0,1946.8,31575.23,-18.0,-0.91,1991.198,2006.8,2027.745,32214.73,36376.93,49118.21,0.25
2021-03-24,1981.0,2013.0,1989.0,1981.0,29357.39,-7.0,-0.35,2010.938,2014.5,2036.695,32672.66,38896.31,50525.77,0.23
2021-03-23,1998.88,2008.8,1996.0,1970.0,27446.19,6.01,0.3,2019.21,2012.601,2046.695,33076.16,41077.74,53163.69,0.22
2021-03-22,2000.1,2026.09,1989.99,1955.55,36914.07,-20.01,-1.0,2022.11,2006.7,2062.245,34516.63,46559.7,54664.11,0.29
2021-03-19,2035.0,2043.0,2010.0,1992.23,35780.77,-59.7,-2.88,2019.202,2003.701,2077.146,39630.79,49178.26,56765.18,0.28
2021-03-18,2035.0,2086.36,2069.7,2035.0,33864.88,39.34,1.94,2022.402,2008.712,2099.646,40539.13,51978.1,57945.41,0.27
2021-03-17,2000.0,2050.0,2030.36,1976.01,31374.91,19.86,0.99,2018.062,2005.042,2119.711,45119.95,55100.44,59547.79,0.25
2021-03-16,1974.93,2019.99,2010.5,1965.0,34648.5,35.05,1.77,2005.992,2016.006,2148.243,49079.32,57384.49,61047.57,0.28
2021-03-15,2050.0,2069.8,1975.45,1951.15,62484.87,-50.55,-2.5,1991.29,2020.756,2170.54,58602.78,60996.09,60979.97,0.5
2021-03-12,2070.0,2077.0,2026.0,2002.01,40322.51,-22.0,-1.07,1988.2,2039.011,2180.807,58725.72,59239.23,60900.77,0.32
2021-03-11,1975.0,2079.99,2048.0,1961.48,56768.97,77.99,3.96,1995.022,2048.689,2189.408,63417.06,61859.49,62044.0,0.45
2021-03-10,1977.0,1999.87,1970.01,1967.0,51171.74,33.02,1.71,1992.022,2058.889,2197.726,65080.93,62155.23,62354.3,0.41
2021-03-09,1955.0,2000.0,1936.99,1900.18,82265.81,-23.01,-1.17,2026.02,2080.788,2211.958,65689.67,65249.64,63053.21,0.65
2021-03-08,2074.96,2085.0,1960.0,1960.0,63099.59,-100.11,-4.86,2050.222,2117.789,2230.289,63389.41,62768.52,61772.37,0.5
2021-03-05,2000.0,2095.0,2060.11,1988.0,63779.2,27.11,1.33,2089.822,2150.591,2249.596,59752.74,64352.11,61677.57,0.51
2021-03-04,2095.0,2096.0,2033.0,2010.1,65088.29,-107.0,-5.0,2102.356,2190.58,2264.172,60301.91,63912.73,61515.9,0.52
2021-03-03,2040.0,2149.77,2140.0,2033.0,54215.46,82.0,3.98,2125.756,2234.38,2283.436,59229.54,63995.13,61218.21,0.43
2021-03-02,2180.0,2180.0,2058.0,2033.0,70764.5,-100.0,-4.63,2135.556,2280.48,2296.475,64809.61,64710.65,61854.82,0.56
2021-03-01,2179.0,2179.0,2158.0,2120.0,44916.26,35.22,1.66,2185.356,2320.323,2320.323,62147.63,60963.85,60963.85,0.36
2021-02-26,2100.0,2179.95,2122.78,2067.3,66525.06,-27.22,-1.27,2211.36,2338.359,2338.359,68951.47,62746.92,62746.92,0.53
2021-02-25,2209.0,2224.5,2150.0,2121.21,59726.43,-39.0,-1.78,2278.804,2365.306,2365.306,67523.55,62274.65,62274.65,0.48
2021-02-24,2307.99,2318.0,2189.0,2160.5,82115.78,-118.0,-5.12,2343.004,2396.064,2396.064,68760.73,62638.68,62638.68,0.65
2021-02-23,2265.14,2344.89,2307.0,2265.0,57454.6,18.98,0.83,2425.404,2430.575,2430.575,64611.68,59392.5,59392.5,0.46
2021-02-22,2455.0,2455.0,2288.02,2278.22,78935.47,-171.98,-6.99,2455.29,2455.29,2455.29,59780.07,59780.07,59780.07,0.63
2021-02-19,2451.16,2496.66,2460.0,2381.6,59385.46,-11.0,-0.45,2497.108,2497.108,2497.108,54991.23,54991.23,54991.23,0.47
2021-02-18,2587.98,2627.88,2471.0,2465.0,65912.32,-130.0,-5.0,2509.477,2509.477,2509.477,53526.48,53526.48,53526.48,0.52
2021-02-10,2485.0,2601.2,2601.0,2485.0,61370.57,144.57,5.88,2528.715,2528.715,2528.715,47333.56,47333.56,47333.56,0.49
2021-02-09,2368.8,2456.43,2456.43,2350.0,33296.55,87.63,3.7,2456.43,2456.43,2456.43,33296.55,33296.55,33296.55,0.27
